,file_number,word,frequency
2734,22_7517,finanzierung,2
2735,22_7517,harburg,2
2736,22_7517,gestellt,2
2737,22_7517,harburger,2
2738,22_7517,hotelprojekt,2
2739,22_7517,verkauft,2
2740,22_7523,st,65
2741,22_7523,pauli,46
2742,22_7523,wohnungen,32
2743,22_7523,möglich,21
2744,22_7523,süd,21
2745,22_7523,saga,19
2746,22_7523,karoviertel,19
2747,22_7523,paulinord,17
2748,22_7523,differenzieren,15
2749,22_7523,nord,12
2750,22_7523,stadtteil,12
2751,22_7523,bindung,8
2752,22_7523,fünf,8
2753,22_7523,förderweg,7
2754,22_7523,quelle,7
2755,22_7523,tabelle,6
2756,22_7523,sagawohnungen,6
2757,22_7523,letzten,6
2758,22_7523,frei,6
2759,22_7523,planungen,6
2760,22_7580,volksdorf,4
2761,22_7580,inzwischen,3
2762,22_7580,genau,3
2763,22_7580,plangebiet,3
2764,22_7580,ankaufs,2
2765,22_7580,einzelnen,2
2766,22_7580,stand,2
2767,22_7580,ankauf,2
2768,22_7580,geplanten,2
2769,22_7580,änderungen,2
2770,22_7580,naturschutz,2
2771,22_7580,flurstücke,2
2772,22_7580,landschaftspflege,2
2773,22_7580,übernehmen,1
2774,22_7580,kraft,1
2775,22_7580,naturschutzrechtlichen,1
2776,22_7580,flurstück,1
2777,22_7580,zugunsten,1
2778,22_7580,kontakte,1
2779,22_7580,angezeigt,1
