ID,entity_group,word,score,doc_num,lat,lon
279,LOC,offenbach,0.9999862909317015,2022-02-24,50.1055002,8.7610698
280,LOC,russlands,0.9999945163726808,2022-02-24,55.778842749999995,37.59281257470809
281,LOC,uhlenhorst hamburg,0.9646907448768616,2022-02-24,53.5715093,10.0127361
282,LOC,ukraine,0.9999933242797852,2022-02-24,49.4871968,31.2718321
284,LOC,wilhelmsburg hamburg,0.999995231628418,2022-02-24,53.4922921,9.9962167
285,LOC,ukraine,0.9999881982803344,2022-02-25,49.4871968,31.2718321
287,LOC,bargkoppelweg 66a,0.999985933303833,2022-02-28,53.6225637,10.1591191
288,LOC,Hamburg elbphilharmonie,0.99039489030838,2022-02-28,53.54129165,9.984205766993528
289,LOC,ukraine,0.9999748468399048,2022-02-28,49.4871968,31.2718321
291,LOC,moorburg Hamburg,0.9999912977218628,2022-03-01,53.4878001,9.9374768
292,LOC,russland,0.9999939203262328,2022-03-01,64.6863136,97.7453061
293,LOC,ukraine,0.9999690055847168,2022-03-01,49.4871968,31.2718321
294,LOC,china,0.9999850988388062,2022-03-02,35.000074,104.999927
295,LOC,ddr,0.7981371283531189,2022-03-02,19.019282,72.8428757
296,LOC,langenhorn Hamburg,0.9999876022338868,2022-03-02,53.6633,10.0083
298,LOC,russland,0.999994158744812,2022-03-02,64.6863136,97.7453061
301,LOC,bayern,0.9999430179595948,2022-03-03,48.9467562,11.4038717
302,LOC,hessen,0.9999582767486572,2022-03-03,50.6080651,9.0284647
303,LOC,lokstedt Hamburg,0.9999823570251464,2022-03-03,53.6016281,9.960312
304,LOC,schweden,0.9999454021453856,2022-03-03,59.6749712,14.5208584
305,COM,spielbudenplatz hamburg ,0.0,2022-03-03,53.5496558,9.9670664
306,COM,stadtpark hamburg,0.0,2022-03-03,53.5950158,10.017819365259552
307,LOC,ukraine,0.9999732971191406,2022-03-03,49.4871968,31.2718321
308,LOC,bad oldesloe,0.9999714493751526,2022-03-04,53.8096562,10.3733692
309,LOC,Klärwerk Köhlbrandhöft Hamburg,0.999908208847046,2022-03-04,53.535673849999995,9.940990065438113
310,LOC,reeperbahn hamburg,0.9999322891235352,2022-03-04,53.5496384,9.9574524
311,LOC,russlands,0.99998939037323,2022-03-04,55.778842749999995,37.59281257470809
312,LOC,ukraine,0.9999884366989136,2022-03-04,49.4871968,31.2718321
313,LOC,ukraine,0.9999934434890748,2022-03-07,49.4871968,31.2718321
314,LOC,schnackenburgallee,0.9999939203262328,2022-03-07,53.5847557,9.9084052
315,LOC,reeperbahn,0.9998493194580078,2022-03-07,53.5496384,9.9574524
316,LOC,altona,0.999853253364563,2022-03-07,53.58646755,9.777669726868917
317,LOC,krim,0.99998140335083,2022-03-07,45.28350435,34.20081877526554
318,LOC,donbass,0.9999830722808838,2022-03-07,40.5937197,71.8900867
319,LOC,russlands,0.9999957084655762,2022-03-07,55.778842749999995,37.59281257470809
320,LOC,donezk,0.9999929666519164,2022-03-07,48.0158753,37.8013407
321,LOC,Iwano-Frankiwsk,0.999985,2022-03-07,48.91918,24.71233
